call_id,call_type,date,topic,topic_key,participants,sentiment_seed,text,voice_text,category,category_reason,sentiment,sentiment_score,frustration_peak,delta,sentiment_reason
SUP-004,support,2026-03-18,Feature Requests,feature_req,Sofia (agent); Hannah (customer),mixed,"--------------------
Agent (Sofia): Thanks for calling support, this is Sofia. How can I help today?
Customer (Hannah): We'd love granular audit logs for our compliance review.
Agent (Sofia): Great feedback — let me log this and tag it to your account.
Customer (Hannah): Sure, one moment.
Agent (Sofia): I'll submit this as a localization request on your behalf.
Customer (Hannah): Alright, let's see if that holds. Appreciate you digging in.
Agent (Sofia): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Hannah): That's everything, thanks.","We'd love granular audit logs for our compliance review. Sure, one moment. Alright, let's see if that holds. Appreciate you digging in. That's everything, thanks.",Product Feedback & Roadmap,Requesting granular audit logs feature for compliance.,neutral,0.2,0.0,0.4,Standard feature request handled smoothly.
SUP-005,support,2026-04-04,Feature Requests,feature_req,Zara (agent); Aisha (customer),mixed,"--------------------
Agent (Zara): Thanks for calling support, this is Zara. How can I help today?
Customer (Aisha): We really need bulk editing — it's a dealbreaker for my team.
Agent (Zara): I'll submit this as a localization request on your behalf.
Customer (Aisha): This is the third time we've raised this, for the record.
Agent (Zara): Audit logs are actually on the near-term roadmap; I'll flag your interest.
Customer (Aisha): Thanks, that clears up most of it — I'll try what you suggested.
Agent (Zara): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Aisha): No, that's all for now.","We really need bulk editing — it's a dealbreaker for my team. This is the third time we've raised this, for the record. Thanks, that clears up most of it — I'll try what you suggested. No, that's all for now.",Product Feedback & Roadmap,Handling feature requests for bulk editing options.,negative,-0.4,-0.7,0.4,Repeated requests for a dealbreaker feature indicate dissatisfaction.
SUP-006,support,2026-05-27,Feature Requests,feature_req,Ben (agent); Zara (customer),mixed,"--------------------
Agent (Ben): Thanks for calling support, this is Ben. How can I help today?
Customer (Zara): We'd love granular audit logs for our compliance review.
Agent (Ben): I can't promise a date, but I'll pass this to product with your use case.
Customer (Zara): Sure, one moment.
Agent (Ben): Audit logs are actually on the near-term roadmap; I'll flag your interest.
Customer (Zara): Thanks, that clears up most of it — I'll try what you suggested.
Agent (Ben): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Zara): No, that's all for now.","We'd love granular audit logs for our compliance review. Sure, one moment. Thanks, that clears up most of it — I'll try what you suggested. No, that's all for now.",Product Feedback & Roadmap,Logging user demand for future audit logs features.,neutral,0.2,0.0,0.4,Routine inquiry met with clear resolution.
SUP-007,support,2026-03-21,Feature Requests,feature_req,Elena (agent); Tomás (customer),mixed,"--------------------
Agent (Elena): Thanks for calling support, this is Elena. How can I help today?
Customer (Tomás): We really need bulk editing — it's a dealbreaker for my team.
Agent (Elena): I'll submit this as a localization request on your behalf.
Customer (Tomás): I've already tried the usual restart and it didn't help.
Agent (Elena): I can't promise a date, but I'll pass this to product with your use case.
Customer (Tomás): Alright, let's see if that holds. Appreciate you digging in.
Agent (Elena): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Tomás): No, that's all for now.","We really need bulk editing — it's a dealbreaker for my team. I've already tried the usual restart and it didn't help. Alright, let's see if that holds. Appreciate you digging in. No, that's all for now.",Product Feedback & Roadmap,Logging feature requests for bulk editing capabilities.,neutral,-0.1,-0.5,0.6,Persistent feature missing despite previous attempts to solve.
SUP-008,support,2026-04-10,Data & Reporting,data,Liam (agent); Hannah (customer),mixed,"--------------------
Agent (Liam): Thanks for calling support, this is Liam. How can I help today?
Customer (Hannah): Timezone handling in the reports is off by a day for us.
Agent (Liam): Let me reconcile the export against the live view.
Customer (Hannah): Okay, here's what I'm seeing on my end.
Agent (Liam): That's a known timezone setting — I can correct it for your workspace.
Customer (Hannah): That helps. I'll reach back out if it acts up again.
Agent (Liam): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Hannah): No, that's all for now.","Timezone handling in the reports is off by a day for us. Okay, here's what I'm seeing on my end. That helps. I'll reach back out if it acts up again. No, that's all for now.",Data & Reporting,Correcting incorrect workspace timezone metrics settings.,neutral,0.2,-0.1,0.6,Quick resolution to a minor bug.
SUP-009,support,2026-02-16,API Errors & Integration,api_error,Yuki (agent); Naomi (customer),neg,"--------------------
Agent (Yuki): Thanks for calling support, this is Yuki. How can I help today?
Customer (Naomi): The API started returning 429s and it's killing our sync job.
Agent (Yuki): That field was deprecated in v3; here's the migration path.
Customer (Naomi): Sure, one moment.
Agent (Yuki): Can you share a request ID so I can trace it in our logs?
Customer (Naomi): Honestly this has cost us real time and I hope it doesn't happen again.
Agent (Yuki): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Naomi): That's everything, thanks.","The API started returning 429s and it's killing our sync job. Sure, one moment. Honestly this has cost us real time and I hope it doesn't happen again. That's everything, thanks.",API & Integrations,Troubleshooting 429 rate limits blocking synchronization APIs.,negative,-0.5,-0.7,0.2,API issues have caused measurable operational cost.
SUP-010,support,2026-04-18,Login & Authentication,auth,Aisha (agent); Elena (customer),mixed,"--------------------
Agent (Aisha): Thanks for calling support, this is Aisha. How can I help today?
Customer (Elena): I keep getting 'invalid credentials' even after a reset.
Agent (Aisha): This looks like a SAML metadata mismatch — let's re-upload the cert.
Customer (Elena): This is the third time we've raised this, for the record.
Agent (Aisha): I've cleared the lockout on your account, try again now.
Customer (Elena): Alright, let's see if that holds. Appreciate you digging in.
Agent (Aisha): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Elena): That's everything, thanks.","I keep getting 'invalid credentials' even after a reset. This is the third time we've raised this, for the record. Alright, let's see if that holds. Appreciate you digging in. That's everything, thanks.",Authentication & Access,Fixing metadata mismatch during SAML sign-in failures.,negative,-0.5,-0.8,0.4,Recurring authentication issues are very frustrating.
SUP-011,support,2026-02-11,Login & Authentication,auth,Aisha (agent); Sofia (customer),mixed,"--------------------
Agent (Aisha): Thanks for calling support, this is Aisha. How can I help today?
Customer (Sofia): I keep getting 'invalid credentials' even after a reset.
Agent (Aisha): I'll enable a temporary backup code so you can get back in.
Customer (Sofia): I've already tried the usual restart and it didn't help.
Agent (Aisha): I've cleared the lockout on your account, try again now.
Customer (Sofia): Alright, let's see if that holds. Appreciate you digging in.
Agent (Aisha): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Sofia): No, that's all for now.","I keep getting 'invalid credentials' even after a reset. I've already tried the usual restart and it didn't help. Alright, let's see if that holds. Appreciate you digging in. No, that's all for now.",Authentication & Access,Bypassing login lockout with temporary credential resets.,negative,-0.4,-0.7,0.4,Repeated failure to fix an access issue despite troubleshooting.
SUP-012,support,2026-02-10,Billing & Invoicing,billing,Owen (agent); Fatima (customer),neg,"--------------------
Agent (Owen): Thanks for calling support, this is Owen. How can I help today?
Customer (Fatima): I was charged twice on my last invoice and no one can tell me why.
Agent (Owen): Let me pull up your billing history and take a look.
Customer (Fatima): Okay, here's what I'm seeing on my end.
Agent (Owen): I'll open a billing correction and loop in our finance ops team.
Customer (Fatima): Okay, I'll trust that it's handled, but please follow up in writing.
Agent (Owen): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Fatima): That's everything, thanks.","I was charged twice on my last invoice and no one can tell me why. Okay, here's what I'm seeing on my end. Okay, I'll trust that it's handled, but please follow up in writing. That's everything, thanks.",Billing & Pricing,Processing credit adjustment for invoice overcharges.,negative,-0.3,-0.6,0.4,Billing discrepancy requires persistent tracking.
SUP-013,support,2026-06-07,Performance & Reliability,performance,Elena (agent); Naomi (customer),neg,"--------------------
Agent (Elena): Thanks for calling support, this is Elena. How can I help today?
Customer (Naomi): We saw a full outage yesterday during our busiest hour.
Agent (Elena): I'll escalate this to our reliability team with your traces.
Customer (Naomi): Sure, one moment.
Agent (Elena): We're rolling out a fix; I'll keep you posted on the timeline.
Customer (Naomi): Honestly this has cost us real time and I hope it doesn't happen again.
Agent (Elena): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Naomi): That's everything, thanks.","We saw a full outage yesterday during our busiest hour. Sure, one moment. Honestly this has cost us real time and I hope it doesn't happen again. That's everything, thanks.",Reliability & Performance,Reporting full system outage during peak hour.,negative,-0.6,-0.9,0.4,Full service outage in peak hours caused significant damage.
SUP-014,support,2026-06-19,API Errors & Integration,api_error,Grace (agent); Devin (customer),neg,"--------------------
Agent (Grace): Thanks for calling support, this is Grace. How can I help today?
Customer (Devin): We're getting intermittent timeouts calling the reporting endpoint.
Agent (Grace): You're hitting the rate limit — I'll bump your tier's quota.
Customer (Devin): I've already tried the usual restart and it didn't help.
Agent (Grace): I'm seeing elevated latency on that endpoint on our side too.
Customer (Devin): Honestly this has cost us real time and I hope it doesn't happen again.
Agent (Grace): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Devin): No, that's all for now.","We're getting intermittent timeouts calling the reporting endpoint. I've already tried the usual restart and it didn't help. Honestly this has cost us real time and I hope it doesn't happen again. No, that's all for now.",API & Integrations,Diagnosing API timeouts and expanding execution quotas.,negative,-0.5,-0.7,0.2,Intermittent timeouts are causing recurring time loss.
SUP-015,support,2026-05-15,Feature Requests,feature_req,Devin (agent); Ben (customer),mixed,"--------------------
Agent (Devin): Thanks for calling support, this is Devin. How can I help today?
Customer (Ben): Any chance the roadmap includes Salesforce two-way sync soon?
Agent (Devin): I can't promise a date, but I'll pass this to product with your use case.
Customer (Ben): Sure, one moment.
Agent (Devin): I'll submit this as a localization request on your behalf.
Customer (Ben): Thanks, that clears up most of it — I'll try what you suggested.
Agent (Devin): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Ben): That's everything, thanks.","Any chance the roadmap includes Salesforce two-way sync soon? Sure, one moment. Thanks, that clears up most of it — I'll try what you suggested. That's everything, thanks.",API & Integrations,Requesting Salesforce bi-directional sync integration capabilities.,neutral,0.1,-0.1,0.4,General roadmap inquiry.
SUP-016,support,2026-05-11,API Errors & Integration,api_error,Priya (agent); Devin (customer),neg,"--------------------
Agent (Priya): Thanks for calling support, this is Priya. How can I help today?
Customer (Devin): Your latest release broke the field mapping in our integration.
Agent (Priya): You're hitting the rate limit — I'll bump your tier's quota.
Customer (Devin): Sure, one moment.
Agent (Priya): Can you share a request ID so I can trace it in our logs?
Customer (Devin): Honestly this has cost us real time and I hope it doesn't happen again.
Agent (Priya): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Devin): No, that's all for now.","Your latest release broke the field mapping in our integration. Sure, one moment. Honestly this has cost us real time and I hope it doesn't happen again. No, that's all for now.",API & Integrations,Troubleshooting broken integration mapping following recent release.,negative,-0.5,-0.8,0.4,Release-induced regression causing operational downtime.
SUP-017,support,2026-05-10,Feature Requests,feature_req,Elena (agent); Mei (customer),mixed,"--------------------
Agent (Elena): Thanks for calling support, this is Elena. How can I help today?
Customer (Mei): Any chance the roadmap includes Salesforce two-way sync soon?
Agent (Elena): I can't promise a date, but I'll pass this to product with your use case.
Customer (Mei): Okay, here's what I'm seeing on my end.
Agent (Elena): Audit logs are actually on the near-term roadmap; I'll flag your interest.
Customer (Mei): Alright, let's see if that holds. Appreciate you digging in.
Agent (Elena): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Mei): That's everything, thanks.","Any chance the roadmap includes Salesforce two-way sync soon? Okay, here's what I'm seeing on my end. Alright, let's see if that holds. Appreciate you digging in. That's everything, thanks.",API & Integrations,Filing request for Salesforce bidirectional sync tool.,neutral,0.2,0.0,0.4,Simple roadmap discussion.
SUP-018,support,2026-05-21,Login & Authentication,auth,Zara (agent); Carlos (customer),mixed,"--------------------
Agent (Zara): Thanks for calling support, this is Zara. How can I help today?
Customer (Carlos): SSO stopped working right after we rotated our certificate.
Agent (Zara): I've cleared the lockout on your account, try again now.
Customer (Carlos): I've already tried the usual restart and it didn't help.
Agent (Zara): This looks like a SAML metadata mismatch — let's re-upload the cert.
Customer (Carlos): That helps. I'll reach back out if it acts up again.
Agent (Zara): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Carlos): That's everything, thanks.","SSO stopped working right after we rotated our certificate. I've already tried the usual restart and it didn't help. That helps. I'll reach back out if it acts up again. That's everything, thanks.",Authentication & Access,Resolving certificate mismatch blocking customer SSO login.,neutral,0.0,-0.4,0.6,SSO certificate issues resolved successfully.
SUP-019,support,2026-05-18,Login & Authentication,auth,Yuki (agent); Devin (customer),mixed,"--------------------
Agent (Yuki): Thanks for calling support, this is Yuki. How can I help today?
Customer (Devin): SSO stopped working right after we rotated our certificate.
Agent (Yuki): Are you seeing an error code, or does it hang on the redirect?
Customer (Devin): Okay, here's what I'm seeing on my end.
Agent (Yuki): This looks like a SAML metadata mismatch — let's re-upload the cert.
Customer (Devin): Thanks, that clears up most of it — I'll try what you suggested.
Agent (Yuki): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Devin): No, that's all for now.","SSO stopped working right after we rotated our certificate. Okay, here's what I'm seeing on my end. Thanks, that clears up most of it — I'll try what you suggested. No, that's all for now.",Authentication & Access,Repairing SAML credentials after certificate rotation issues.,neutral,0.1,-0.3,0.6,SSO issue fixed after troubleshooting.
SUP-020,support,2026-01-07,Login & Authentication,auth,Elena (agent); Marcus (customer),mixed,"--------------------
Agent (Elena): Thanks for calling support, this is Elena. How can I help today?
Customer (Marcus): Half my team can't log in since this morning — it just spins.
Agent (Elena): Are you seeing an error code, or does it hang on the redirect?
Customer (Marcus): Okay, here's what I'm seeing on my end.
Agent (Elena): This looks like a SAML metadata mismatch — let's re-upload the cert.
Customer (Marcus): Thanks, that clears up most of it — I'll try what you suggested.
Agent (Elena): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Marcus): That's everything, thanks.","Half my team can't log in since this morning — it just spins. Okay, here's what I'm seeing on my end. Thanks, that clears up most of it — I'll try what you suggested. That's everything, thanks.",Authentication & Access,Resolving widespread team login issues with metadata.,neutral,0.1,-0.4,0.7,Authentication issue resolved after investigation.
SUP-021,support,2026-06-26,How-To & Configuration,howto,Fatima (agent); Hannah (customer),pos,"--------------------
Agent (Fatima): Thanks for calling support, this is Fatima. How can I help today?
Customer (Hannah): How do I bulk-import our contacts from a CSV?
Agent (Fatima): I'll send our warehouse connector guide and stay on while you set it up.
Customer (Hannah): This is the third time we've raised this, for the record.
Agent (Fatima): Happy to help — let's go to Settings > Access together.
Customer (Hannah): Perfect, you made that painless — really appreciate it.
Agent (Fatima): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Hannah): No, that's all for now.","How do I bulk-import our contacts from a CSV? This is the third time we've raised this, for the record. Perfect, you made that painless — really appreciate it. No, that's all for now.",Adoption & Enablement,Guiding customer through bulk contact CSV uploading.,positive,0.4,-0.3,1.1,"Despite previous friction, the final resolution was perceived as painless."
SUP-022,support,2026-01-30,API Errors & Integration,api_error,Devin (agent); Carlos (customer),neg,"--------------------
Agent (Devin): Thanks for calling support, this is Devin. How can I help today?
Customer (Carlos): We're getting intermittent timeouts calling the reporting endpoint.
Agent (Devin): I'm seeing elevated latency on that endpoint on our side too.
Customer (Carlos): Sure, one moment.
Agent (Devin): You're hitting the rate limit — I'll bump your tier's quota.
Customer (Carlos): Okay, I'll trust that it's handled, but please follow up in writing.
Agent (Devin): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Carlos): No, that's all for now.","We're getting intermittent timeouts calling the reporting endpoint. Sure, one moment. Okay, I'll trust that it's handled, but please follow up in writing. No, that's all for now.",API & Integrations,Adjusting limits to fix API endpoint timeouts.,neutral,-0.1,-0.4,0.4,Ongoing timeout issues require formal follow-up.
SUP-023,support,2026-01-21,Feature Requests,feature_req,Naomi (agent); Grace (customer),mixed,"--------------------
Agent (Naomi): Thanks for calling support, this is Naomi. How can I help today?
Customer (Grace): We really need bulk editing — it's a dealbreaker for my team.
Agent (Naomi): I can't promise a date, but I'll pass this to product with your use case.
Customer (Grace): This is the third time we've raised this, for the record.
Agent (Naomi): Great feedback — let me log this and tag it to your account.
Customer (Grace): Thanks, that clears up most of it — I'll try what you suggested.
Agent (Naomi): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Grace): No, that's all for now.","We really need bulk editing — it's a dealbreaker for my team. This is the third time we've raised this, for the record. Thanks, that clears up most of it — I'll try what you suggested. No, that's all for now.",Product Feedback & Roadmap,Registering customer feedback demanding bulk editing options.,negative,-0.3,-0.6,0.4,Recurring lack of critical feature causes dissatisfaction.
SUP-024,support,2026-04-24,Performance & Reliability,performance,Raj (agent); Aisha (customer),neg,"--------------------
Agent (Raj): Thanks for calling support, this is Raj. How can I help today?
Customer (Aisha): Reports that used to run in seconds now time out completely.
Agent (Raj): Let me check the status of your region's cluster.
Customer (Aisha): Sure, one moment.
Agent (Raj): There was a degradation window that matches what you're describing.
Customer (Aisha): Okay, I'll trust that it's handled, but please follow up in writing.
Agent (Raj): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Aisha): No, that's all for now.","Reports that used to run in seconds now time out completely. Sure, one moment. Okay, I'll trust that it's handled, but please follow up in writing. No, that's all for now.",Reliability & Performance,Diagnosing regional cluster latency that slows reports.,negative,-0.3,-0.5,0.2,Performance degradation is impacting business workflows.
SUP-025,support,2026-06-21,Billing & Invoicing,billing,Mei (agent); Priya (customer),neg,"--------------------
Agent (Mei): Thanks for calling support, this is Mei. How can I help today?
Customer (Priya): Our invoice jumped 40% this month with no warning and finance is furious.
Agent (Mei): I can see the duplicate charge here — I'll issue a refund today.
Customer (Priya): This is the third time we've raised this, for the record.
Agent (Mei): I'll open a billing correction and loop in our finance ops team.
Customer (Priya): I appreciate the fix but this shouldn't have slipped through.
Agent (Mei): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Priya): No, that's all for now.","Our invoice jumped 40% this month with no warning and finance is furious. This is the third time we've raised this, for the record. I appreciate the fix but this shouldn't have slipped through. No, that's all for now.",Billing & Pricing,Resolving massive pricing jump and billing errors.,negative,-0.6,-0.9,0.4,Unexpected price hike angered finance and damaged trust.
SUP-026,support,2026-04-18,Performance & Reliability,performance,Marcus (agent); Raj (customer),neg,"--------------------
Agent (Marcus): Thanks for calling support, this is Marcus. How can I help today?
Customer (Raj): The dashboard takes 30 seconds to load and my execs are complaining.
Agent (Marcus): We're rolling out a fix; I'll keep you posted on the timeline.
Customer (Raj): I've already tried the usual restart and it didn't help.
Agent (Marcus): There was a degradation window that matches what you're describing.
Customer (Raj): I appreciate the fix but this shouldn't have slipped through.
Agent (Marcus): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Raj): That's everything, thanks.","The dashboard takes 30 seconds to load and my execs are complaining. I've already tried the usual restart and it didn't help. I appreciate the fix but this shouldn't have slipped through. That's everything, thanks.",Reliability & Performance,Investigating slow dashboard loading times and lag.,negative,-0.4,-0.6,0.2,Dashboard performance causing executive complaints.
SUP-027,support,2026-05-28,Login & Authentication,auth,Fatima (agent); Sofia (customer),mixed,"--------------------
Agent (Fatima): Thanks for calling support, this is Fatima. How can I help today?
Customer (Sofia): I keep getting 'invalid credentials' even after a reset.
Agent (Fatima): This looks like a SAML metadata mismatch — let's re-upload the cert.
Customer (Sofia): Sure, one moment.
Agent (Fatima): Are you seeing an error code, or does it hang on the redirect?
Customer (Sofia): That helps. I'll reach back out if it acts up again.
Agent (Fatima): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Sofia): That's everything, thanks.","I keep getting 'invalid credentials' even after a reset. Sure, one moment. That helps. I'll reach back out if it acts up again. That's everything, thanks.",Authentication & Access,Fixing invalid login credentials and SAML issues.,neutral,0.0,-0.4,0.6,Authentication issue resolved after support intervention.
SUP-028,support,2026-01-20,Performance & Reliability,performance,Marcus (agent); Jonas (customer),neg,"--------------------
Agent (Marcus): Thanks for calling support, this is Marcus. How can I help today?
Customer (Jonas): Reports that used to run in seconds now time out completely.
Agent (Marcus): Let me check the status of your region's cluster.
Customer (Jonas): Okay, here's what I'm seeing on my end.
Agent (Marcus): I'll escalate this to our reliability team with your traces.
Customer (Jonas): Honestly this has cost us real time and I hope it doesn't happen again.
Agent (Marcus): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Jonas): No, that's all for now.","Reports that used to run in seconds now time out completely. Okay, here's what I'm seeing on my end. Honestly this has cost us real time and I hope it doesn't happen again. No, that's all for now.",Reliability & Performance,Troubleshooting slow queries causing reports to timeout.,negative,-0.5,-0.7,0.2,Reporting timeouts causing real-time operational losses.
SUP-029,support,2026-06-07,Performance & Reliability,performance,Elena (agent); Tomás (customer),neg,"--------------------
Agent (Elena): Thanks for calling support, this is Elena. How can I help today?
Customer (Tomás): The dashboard takes 30 seconds to load and my execs are complaining.
Agent (Elena): There was a degradation window that matches what you're describing.
Customer (Tomás): Sure, one moment.
Agent (Elena): I'll escalate this to our reliability team with your traces.
Customer (Tomás): Okay, I'll trust that it's handled, but please follow up in writing.
Agent (Elena): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Tomás): No, that's all for now.","The dashboard takes 30 seconds to load and my execs are complaining. Sure, one moment. Okay, I'll trust that it's handled, but please follow up in writing. No, that's all for now.",Reliability & Performance,Escalating dashboard lag to reliability engineering team.,negative,-0.3,-0.5,0.2,Performance issues leading to executive dissatisfaction.
SUP-030,support,2026-04-23,How-To & Configuration,howto,Jonas (agent); Jonas (customer),pos,"--------------------
Agent (Jonas): Thanks for calling support, this is Jonas. How can I help today?
Customer (Jonas): Where do I configure the weekly digest email for my team?
Agent (Jonas): That toggle lives under Notifications; let me show you.
Customer (Jonas): I've already tried the usual restart and it didn't help.
Agent (Jonas): Happy to help — let's go to Settings > Access together.
Customer (Jonas): Great, this is going to save my team a ton of time.
Agent (Jonas): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Jonas): No, that's all for now.","Where do I configure the weekly digest email for my team? I've already tried the usual restart and it didn't help. Great, this is going to save my team a ton of time. No, that's all for now.",Adoption & Enablement,Helping user activate the weekly digest newsletter toggle.,positive,0.4,-0.3,1.0,Support solved a configuration issue that will save significant team time.
SUP-031,support,2026-03-14,Data & Reporting,data,Naomi (agent); Sofia (customer),mixed,"--------------------
Agent (Naomi): Thanks for calling support, this is Naomi. How can I help today?
Customer (Sofia): Timezone handling in the reports is off by a day for us.
Agent (Naomi): I'll connect you with our analytics team to scope the custom report.
Customer (Sofia): Sure, one moment.
Agent (Naomi): I'll open a data investigation and confirm nothing was dropped.
Customer (Sofia): Thanks, that clears up most of it — I'll try what you suggested.
Agent (Naomi): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Sofia): That's everything, thanks.","Timezone handling in the reports is off by a day for us. Sure, one moment. Thanks, that clears up most of it — I'll try what you suggested. That's everything, thanks.",Data & Reporting,Troubleshooting mismatched reporting timelines and dates.,neutral,0.2,-0.2,0.5,Minor reporting discrepancy cleared up.
SUP-032,support,2026-06-14,Billing & Invoicing,billing,Jonas (agent); Devin (customer),neg,"--------------------
Agent (Jonas): Thanks for calling support, this is Jonas. How can I help today?
Customer (Devin): Our invoice jumped 40% this month with no warning and finance is furious.
Agent (Jonas): That increase came from an overage on API calls; let me break it down.
Customer (Devin): Sure, one moment.
Agent (Jonas): Let me pull up your billing history and take a look.
Customer (Devin): I appreciate the fix but this shouldn't have slipped through.
Agent (Jonas): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Devin): No, that's all for now.","Our invoice jumped 40% this month with no warning and finance is furious. Sure, one moment. I appreciate the fix but this shouldn't have slipped through. No, that's all for now.",Billing & Pricing,Explaining sudden cost increases from high API usage.,negative,-0.4,-0.7,0.4,Unannounced price increase was poorly received.
SUP-033,support,2026-04-10,Performance & Reliability,performance,Ben (agent); Raj (customer),neg,"--------------------
Agent (Ben): Thanks for calling support, this is Ben. How can I help today?
Customer (Raj): The app has been really sluggish all week for our EU users.
Agent (Ben): Let me check the status of your region's cluster.
Customer (Raj): I've already tried the usual restart and it didn't help.
Agent (Ben): I'll escalate this to our reliability team with your traces.
Customer (Raj): Okay, I'll trust that it's handled, but please follow up in writing.
Agent (Ben): Understood. I've documented everything and you'll get a ticket summary by email. Anything else?
Customer (Raj): No, that's all for now.","The app has been really sluggish all week for our EU users. I've already tried the usual restart and it didn't help. Okay, I'll trust that it's handled, but please follow up in writing. No, that's all for now.",Reliability & Performance,Handling latency problems for users in European region.,negative,-0.3,-0.5,0.2,Ongoing sluggishness affecting EU users and trust.
